id,col,sp,ud
2963_9,forms,ש עלי היא,ש על_ _היא
2963_17,forms,כספה,כסף_ _של_ _היא
2964_7,forms,ל היא,ל_ _היא
2964_9,forms,ל דבריה,ל דבר_ _של_ _היא
2964_12,forms,6,5.0
2965_1,forms,ב מכתבה,ב מכתב_ _של_ _היא
2965_2,forms,אל אני,אל_ _אני
2967_12,forms,בשביל אני,בשביל_ _אני
2969_3,forms,את אני,את_ _אני
2969_16,forms,ב ה שם,ב ה_ שם
2970_27,forms,ל ה כן,ל ה_ כן
2973_17,forms,ל הוא,ל_ _הוא
2973_24,forms,ב ה תכנית,ב ה_ תכנית
2973_40,forms,ב ה תוכנית,ב ה_ תוכנית
2973_62,forms,ב ה חיסכון,ב ה_ חיסכון
2974_8,forms,ל ה ציפיות,ל ה_ ציפיות
2974_40,forms,ב ה מעבר,ב ה_ מעבר
2975_1,forms,ב ה מקרה,ב ה_ מקרה
2977_8,forms,כמו הוא,כמו_ _הוא
2977_13,forms,ל ה חוסך,ל ה_ חוסך
2977_18,forms,ש ב היא,ש ב_ _היא
2978_5,forms,ב ה הודעה,ב ה_ הודעה
2979_3,forms,ל עצתי,ל עצה_ _של_ _אני
2979_7,forms,ב ה כסף,ב ה_ כסף
2980_2,forms,את היא,את_ _היא
2980_21,forms,של היא,של_ _היא
2981_5,forms,ל ה חוסך,ל ה_ חוסך
2981_9,forms,את הוא,את_ _הוא
2982_9,forms,עצותיהם,עצה_ _של_ _הם
2982_28,forms,ב השקעתו,ב השקעה_ _של_ _הוא
2984_1,forms,כ ה ידוע,כ ה_ ידוע
2985_25,forms,ב 9.13,ב 1.9
2986_3,forms,ל אתם,ל_ _אתם
2986_18,forms,לגבי אתם,לגבי_ _אתם
2989_9,forms,ב ה חודשים,ב ה_ חודשים
2990_17,forms,בגין היא,בגין_ _היא
2990_19,forms,ל אני,ל_ _אני
2990_32,forms,ל ה בנק,ל ה_ בנק
2991_2,forms,לפני אני,לפני _אני
2991_10,forms,ל ה צרכן,ל ה_ צרכן
2992_6,forms,ל ה בנק,ל ה_ בנק
2992_17,forms,ל ה בנק,ל ה_ בנק
2995_1,forms,ל זכותה,ל זכות_ _של_ _היא
2995_20,forms,ב משרדיה,ב משרד_ _של_ _היא
2999_10,forms,ש ב הן,ש ב_ _הן
2999_13,forms,ארצו,ארץ_ _של_ _הוא
2999_18,forms,ב ניסיונו,ב ניסיון_ _של_ _הוא
3000_20,forms,פניו,פנים_ _של_ _הוא
3001_8,forms,ל דבריו,ל דבר_ _של_ _הוא
3001_12,forms,של הוא,של_ _הוא
3001_17,forms,ו אמונתו,ו אמונה_ _של_ _הוא
3002_2,forms,ב עוברו,ב עובר_ _של_ _הוא
3002_5,forms,ש ב פיו,ש ב פה_ _של_ _הוא
3002_6,forms,ל ה צרפתית,ל ה_ צרפתית
3002_8,forms,של הוא,של_ _הוא
3002_17,forms,"ש "" לבו","ש "" __ _של_ _הוא"
3002_23,forms,עיסוקו,עיסוק_ _של_ _הוא
3002_24,forms,ב ה פוליטיקה,ב ה_ פוליטיקה
3003_5,forms,ל יעודו,ל ייעוד_ _של_ _הוא
3004_5,forms,ב ה שם,ב ה_ שם
3004_17,forms,ל ה אור,ל ה_ אור
3004_31,forms,ל ה פוליטיקה,ל ה_ פוליטיקה
3004_33,forms,ארצו,ארץ_ _של_ _הוא
3005_1,forms,ב ה נובלה,ב ה_ נובלה
3005_4,forms,ש פעילותו,ש פעילות_ _של_ _הוא
3005_10,forms,דעתו,דעה_ _של_ _הוא
3005_11,forms,מ התמקדותו,מ התמקדות_ _של_ _הוא
3005_13,forms,ב עולמם,ב עולם_ _של_ _הם
3006_11,forms,ל ה חברה,ל ה_ חברה
3007_14,forms,אשתו,איש_ _של_ _הוא
3007_19,forms,מ אהבתו,מ אהבה_ _של_ _הוא
3007_22,forms,ו מ הקפדתו,ו מ הקפדה_ _של_ _הוא
3007_28,forms,כ ה טקס,כ ה_ טקס
3008_3,forms,מ הן,מן_ _הן
3008_5,forms,ב ה ספר,ב ה_ ספר
3008_8,forms,הזיותיו,הזיה_ _של_ _הוא
3009_4,forms,גופו,גוף_ _של_ _הוא
3009_5,forms,ל מימושן,ל מימוש_ _של_ _הן
3009_13,forms,ל היא,ל_ _היא
3010_3,forms,ש בנו,ש בן_ _של_ _הוא
3010_7,forms,מ נישואיו,מ נישואין_ _של_ _הוא
3010_23,forms,ל היא,ל_ _היא
3010_25,forms,מ של היא,מ שלה _היא
3011_7,forms,ב ה דמיון,ב ה_ דמיון
3012_4,forms,ש כ ה זה,ש כ ה_ זה
3012_11,forms,של הוא,של_ _הוא
3012_15,forms,ש ב היא,ש ב_ _היא
3013_3,forms,ידו,יד_ _של_ _הוא
3014_5,forms,נקמתך,נקמה_ _של_ _אתה
3016_8,forms,דינו,דין_ _של_ _הוא
3018_15,forms,ב הוא,ב_ _הוא
3019_9,forms,של אני,של_ _אני
3019_14,forms,ל ה אובססיות,ל ה_ אובססיות
3019_15,forms,של אני,של_ _אני
3021_3,forms,ב ה פרט,ב ה_ פרט
3022_6,forms,כולו,כולו _הוא
3022_9,forms,ל ה אינדיווידואליות,ל ה_ אינדיווידואליות
3023_5,forms,ב ריבונותו,ב ריבונות_ _של_ _הוא
3024_19,forms,ש עלי הן,ש על_ _הן
3024_24,forms,ב ה פרט,ב ה_ פרט
3024_26,forms,את הוא,את_ _הוא
3025_2,forms,ל ה ארוטיקה,ל ה_ ארוטיקה
3025_5,forms,מ של היא,מ שלה _היא
3025_12,forms,עבור אני,עבור_ _אני
3027_5,forms,ב ה ספר,ב ה_ ספר
3027_13,forms,דרכה,דרך_ _של_ _היא
3027_15,forms,סיומה,סיום_ _של_ _היא
3028_3,forms,ל ה בלתי,ל ה_ בלתי
3028_7,forms,בנה,בן_ _של_ _היא
3028_16,forms,את היא,את_ _היא
3029_8,forms,עיניה,עין_ _של_ _היא
3029_11,forms,ב ראשה,ב ראש_ _של_ _היא
3030_14,forms,ש ממן הוא,ש מן_ _הוא
3031_2,forms,שנותיו,שנה_ _של_ _הוא
3031_5,forms,ש ב הן,ש ב_ _הן
3032_2,forms,שפתו,שפה_ _של_ _הוא
3032_11,forms,חייו,חיים_ _של_ _הוא
3032_18,forms,ש ב הם,ש ב_ _הם
3032_23,forms,סבלותיה,סבל_ _של_ _היא
3032_24,forms,ו מצוקתה,ו מצוקה_ _של_ _היא
3033_9,forms,בשביל אני,בשביל_ _אני
3036_4,forms,של אני,של_ _אני
3039_2,forms,את הוא,את_ _הוא
3042_4,forms,את אתה,את_ _אתה
3043_5,forms,ב הוא,ב_ _הוא
3044_2,forms,ש פירושו,ש פירוש_ _של_ _הוא
3044_11,forms,כולה,כולה _היא
3045_12,forms,ב ה גבר,ב ה_ גבר
3045_14,forms,ב הן,ב_ _הן
3045_16,forms,ילדותן,ילדות_ _של_ _הן
3048_25,forms,מ של הוא,מ שלו _הוא
3048_28,forms,ב ה רפובליקה,ב ה_ רפובליקה
3049_10,forms,בעלה,בעל_ _של_ _היא
3049_13,forms,את היא,את_ _היא
3049_16,forms,ב ה משכורת,ב ה_ משכורת
3049_17,forms,של היא,של_ _היא
3049_23,forms,תוקפו,תוקף_ _של_ _הוא
3049_27,forms,של היא,של_ _היא
3050_4,forms,"ל "" זרועו","ל "" __ _של_ _הוא"
3052_13,forms,לווייתן,לוויה_ _של_ _הן
3058_8,forms,הוריהן,הורה_ _של_ _הן
3058_25,forms,ל את,ל_ _את
3058_35,forms,ב ה סביבה,ב ה_ סביבה
3058_38,forms,לעגה,לעג_ _של_ _היא
3059_9,forms,ל ה משרד,ל ה_ משרד
3061_4,forms,שיערן,שיער_ _של_ _הן
3063_10,forms,ל בנותיהן,ל בת_ _של_ _הן
3064_5,forms,ל ה מרפאה,ל ה_ מרפאה
3064_8,forms,בתה,בת_ _של_ _היא
3064_15,forms,את היא,את_ _היא
3065_8,forms,את היא,את_ _היא
3066_5,forms,ש ל רובן,ש ל רובן _הן
3066_12,forms,כשלונן,כישלון_ _של_ _הן
3066_25,forms,בנותיהן,בת_ _של_ _הן
3066_31,forms,עלי הן,על_ _הן
3067_11,forms,מ קריאותיהן,מ קריאה_ _של_ _הן
3068_16,forms,תגובותיה,תגובה_ _של_ _היא
3068_20,forms,ש בתה,ש בת_ _של_ _היא
3069_14,forms,של היא,של_ _היא
3072_7,forms,ל ה כן,ל ה_ כן
3075_9,forms,את הן,את_ _הן
3076_17,forms,בנותיו,בת_ _של_ _הוא
3076_29,forms,את הן,את_ _הן
3077_6,forms,דודתן,דוד_ _של_ _הן
3077_12,forms,ש אלי הוא,ש אל_ _הוא
3077_17,forms,את הן,את_ _הן
3078_11,forms,ל ה אב,ל ה_ אב
3079_5,forms,בנותיו,בת_ _של_ _הוא
3079_10,forms,את הן,את_ _הן
3080_15,forms,ב ה תחבורה,ב ה_ תחבורה
3080_23,forms,את אנחנו,את_ _אנחנו
3080_27,forms,את אנחנו,את_ _אנחנו
3082_18,forms,ב בנותיהם,ב בת_ _של_ _הם
3084_5,forms,ב ה נושא,ב ה_ נושא
3088_10,forms,של הם,של_ _הם
3090_9,forms,אלי היא,אל_ _היא
3090_15,forms,את הוא,את_ _הוא
3092_4,forms,ל היא,ל_ _היא
3093_3,forms,ל ה שיעורים,ל ה_ שיעורים
3095_4,forms,אביה,אב_ _של_ _היא
3095_16,forms,ב לימודיה,ב לימודים_ _של_ _היא
3097_3,forms,ל היא,ל_ _היא
3097_9,forms,ל הן,ל_ _הן
3099_14,forms,ב ה קוראן,ב ה_ קוראן
3102_1,forms,חלומה,חלום_ _של_ _היא
3103_8,forms,ל השכלתן,ל השכלה_ _של_ _הן
3103_13,forms,עצמאותן,עצמאות_ _של_ _הן
3103_16,forms,את הם,את_ _הם
3105_7,forms,ב ה הורים,ב ה_ הורים
3106_8,forms,עיניהם,עין_ _של_ _הם
3106_9,forms,ש ב ה מקום,ש ב ה_ מקום
3108_14,forms,ב הם,ב_ _הם
3109_6,forms,ב ה סדנה,ב ה_ סדנה
3109_18,forms,ב משפחתה,ב משפחה_ _של_ _היא
3109_20,forms,ל היא,ל_ _היא
3110_15,forms,מ של היא,מ שלה _היא
3111_4,forms,בעלה,בעל_ _של_ _היא
3116_7,forms,ב הוא,ב_ _הוא
3117_3,forms,ל ה יבואן,ל ה_ יבואן
3118_3,forms,ל היא,ל_ _היא
3119_10,forms,ל ה רשות,ל ה_ רשות
3119_13,forms,ב ה הסתדרות,ב ה_ הסתדרות
3120_2,forms,התערבותו,התערבות_ _של_ _הוא
3121_11,forms,ל פנייתנו,ל פנייה_ _של_ _אנחנו
3121_16,forms,ב ה תרגום,ב ה_ תרגום
3122_5,forms,אוזנינו,אוזן_ _של_ _אנחנו
3122_10,forms,ש ל דעתה,ש ל דעה_ _של_ _היא
3123_16,forms,ב ה שופרסל,ב ה_ שופרסל
3124_9,forms,ב חלקו,ב חלק_ _של_ _הוא
3128_22,forms,ל ה תקן,ל ה_ תקן
3129_4,forms,ל ה תקן,ל ה_ תקן
3131_11,forms,ממן הוא,מן_ _הוא
3131_34,forms,ל ה אחוז,ל ה_ אחוז
3132_9,forms,כ ה חוק,כ ה_ חוק
3132_12,forms,ב הוא,ב_ _הוא
3135_3,forms,ב ה אתרים,ב ה_ אתרים
3136_4,forms,ב ה צמחייה,ב ה_ צמחייה
3136_9,forms,ב ה חי,ב ה_ חי
3137_3,forms,ב ה פעילות,ב ה_ פעילות
3140_15,forms,חלקם,חלק_ _של_ _הם
3140_16,forms,ב ה שטח,ב ה_ שטח
3141_3,forms,כ ה זה,כ ה_ זה
3142_14,forms,ב ה סביבה,ב ה_ סביבה
3143_2,forms,ל ה גישה,ל ה_ גישה
3143_12,forms,אצל הוא,אצל_ _הוא
3143_23,forms,חייו,חיים_ _של_ _הוא
3144_5,forms,ראייתה,ראייה_ _של_ _היא
3146_6,forms,את היא,את_ _היא
3147_5,forms,אלי היא,אל_ _היא
3148_9,forms,ב ה כיתה,ב ה_ כיתה
3148_10,forms,ל ה ילדים,ל ה_ ילדים
3149_6,forms,עם הם,איתם _הם
3150_6,forms,ל היא,ל_ _היא
3151_1,forms,שיטתה,שיטה_ _של_ _היא
3151_8,forms,כש ב בסיסה,כש ב בסיס_ _של_ _היא
3156_1,forms,ב ה גישה,ב ה_ גישה
3156_10,forms,ל ה צד,ל ה_ צד
3156_15,forms,ל ה צד,ל ה_ צד
3157_2,forms,ב ה עיניים,ב ה_ עיניים
3157_18,forms,ל ה עין,ל ה_ עין
3158_6,forms,ש תפקידן,ש תפקיד_ _של_ _הן
3161_10,forms,ל ה מסובך,ל ה_ מסובך
3162_1,forms,ב עבודתה,ב עבודה_ _של_ _היא
3163_9,forms,ל ה אדם,ל ה_ אדם
3163_10,forms,ו ל אישיותו,ו ל אישיות_ _של_ _הוא
3163_13,forms,ל ה אבחנה,ל ה_ אבחנה
3166_7,forms,ל ה אדם,ל ה_ אדם
3166_15,forms,ב ה עיניים,ב ה_ עיניים
3167_7,forms,עיניו,עין_ _של_ _הוא
3167_10,forms,ב ה עבר,ב ה_ עבר
3167_13,forms,ל הוא,ל_ _הוא
3168_9,forms,ב ה אוויר,ב ה_ אוויר
3168_14,forms,ש ל היא,ש ל_ _היא
3170_5,forms,ל עולמו,ל עולם_ _של_ _הוא
3170_15,forms,אחרי הוא,אחרי_ _הוא
3171_8,forms,ב שמו,ב שם_ _של_ _הוא
3171_12,forms,ידיו,יד_ _של_ _הוא
3172_9,forms,ב אבהותו,ב אבהות_ _של_ _הוא
3172_18,forms,ל רווחתם,ל רווחה_ _של_ _הם
3172_19,forms,ו ל שמחתם,ו ל שמחה_ _של_ _הם
3172_22,forms,ל ה אור,ל ה_ אור
3173_7,forms,רעיונותיהם,רעיון_ _של_ _הם
3173_20,forms,ל הוא,ל_ _הוא
3174_9,forms,ב ראשותו,ב ראשות_ _של_ _הוא
3175_4,forms,ל מענו,ל __ _של_ _הוא
3175_15,forms,ב סגנונו,ב סגנון_ _של_ _הוא
3176_18,forms,מ ספריו,מ ספר_ _של_ _הוא
3177_13,forms,ב ה קהל,ב ה_ קהל
3177_19,forms,אביו,אב_ _של_ _הוא
3177_30,forms,של אתה,של_ _אתה
3178_6,forms,רוחו,רוח_ _של_ _הוא
3178_12,forms,בנו,בן_ _של_ _הוא
3178_18,forms,ל אני,ל_ _אני
3178_23,forms,ממן היא,מן_ _היא
3180_17,forms,את אני,את_ _אני
3180_19,forms,עלי אתה,על_ _אתה
3181_1,forms,ב ה ספר,ב ה_ ספר
3181_17,forms,ש אביו,ש אב_ _של_ _הוא
3181_20,forms,ל הוא,ל_ _הוא
3181_24,forms,מ מעמדו,מ מעמד_ _של_ _הוא
3182_3,forms,ב הגינותו,ב הגינות_ _של_ _הוא
3182_18,forms,ב הוא,ב_ _הוא
3182_27,forms,ל זולתו,ל זולת_ _של_ _הוא
3183_7,forms,ראשו,ראש_ _של_ _הוא
3184_10,forms,ל מענו,ל __ _של_ _הוא
3184_16,forms,ל ה שטן,ל ה_ שטן
3185_7,forms,מ חברתן,מ חברה_ _של_ _הן
3185_13,forms,מ מעמדו,מ מעמד_ _של_ _הוא
3186_4,forms,גיבורו,גיבור_ _של_ _הוא
3186_5,forms,ב ה משעול,ב ה_ משעול
3187_8,forms,ב ה רוע,ב ה_ רוע
3187_9,forms,ו ב ה אפשרויות,ו ב ה_ אפשרויות
3187_12,forms,ב הוא,ב_ _הוא
3187_14,forms,ו סופו,ו סוף_ _של_ _הוא
3188_5,forms,כדוריהם,כדור_ _של_ _הם
3188_16,forms,ש ב הן,ש ב_ _הן
3189_5,forms,ב הוא,ב_ _הוא
3189_6,forms,כדוריו,כדור_ _של_ _הוא
3191_9,forms,שכרו,שכר_ _של_ _הוא
3191_16,forms,ב ספריו,ב ספר_ _של_ _הוא
3195_2,forms,בני,בן_ _של_ _אני
3196_5,forms,טעמו,טעם_ _של_ _הוא
3196_8,forms,ל הוא,ל_ _הוא
3196_14,forms,ב ה ספר,ב ה_ ספר
3199_1,forms,ב ה דרך,ב ה_ דרך
3199_2,forms,ל ה דוכנים,ל ה_ דוכנים
3199_6,forms,ל ה ספר,ל ה_ ספר
3199_9,forms,ש תרגומו,ש תרגום_ _של_ _הוא
3199_20,forms,ב ה קטלוג,ב ה_ קטלוג
3199_29,forms,ל הוא,ל_ _הוא
3199_46,forms,ב ה קטלוג,ב ה_ קטלוג
3199_51,forms,ב ה פועל,ב ה_ פועל
3199_65,forms,ב ה לקסיקון,ב ה_ לקסיקון
3201_3,forms,ב ה ארץ,ב ה_ ארץ
3201_12,forms,ל ה מפעל,ל ה_ מפעל
3202_10,forms,ב ה נושא,ב ה_ נושא
3203_2,forms,צביעתו,צביעה_ _של_ _הוא
3205_2,forms,ל הוא,ל_ _הוא
3206_4,forms,ב ה ניגודים,ב ה_ ניגודים
3207_7,forms,את היא,את_ _היא
3207_15,forms,ל ה עין,ל ה_ עין
3209_4,forms,ל ה עצמים,ל ה_ עצמים
3209_5,forms,ש ב קרבתם,ש ב קרבה_ _של_ _הם
3212_2,forms,ל אני,ל_ _אני
3212_6,forms,ב ה מקום,ב ה_ מקום
3220_9,forms,ב ה מסדרון,ב ה_ מסדרון
3221_15,forms,רובנו,רוב_ _של_ _אנחנו
3221_16,forms,ב ה כניסה,ב ה_ כניסה
3222_7,forms,ב בואה,ב בוא_ _של_ _היא
3224_16,forms,ב הם,ב_ _הם
3225_1,forms,ב ה בית,ב ה_ בית
3226_12,forms,ב תחומיו,ב תחום_ _של_ _הוא
3229_11,forms,ב ה מפעל,ב ה_ מפעל
3229_13,forms,ו חזותו,ו חזות_ _של_ _הוא
3229_25,forms,תפוקתו,תפוקה_ _של_ _הוא
3229_26,forms,ו רווחיותו,ו רווחיות_ _של_ _הוא
3230_1,forms,חלומה,חלום_ _של_ _היא
3230_8,forms,ב ה ערים,ב ה_ ערים
3232_9,forms,ש ב הם,ש ב_ _הם
3232_11,forms,ל דורותיו,ל דור_ _של_ _הוא
3232_17,forms,"ב ה תנ""ך","ב ה_ תנ""ך"
3232_19,forms,ב ה משנה,ב ה_ משנה
3232_20,forms,ו ב ה תלמוד,ו ב ה_ תלמוד
3233_10,forms,בנם,בן_ _של_ _הם
3233_28,forms,זיקתה,זיקה_ _של_ _היא
3233_32,forms,ב ה מקורות,ב ה_ מקורות
3234_12,forms,ב ה אוניברסיטה,ב ה_ אוניברסיטה
3235_9,forms,ש ב היא,ש ב_ _היא
3235_22,forms,ב ה מדרשה,ב ה_ מדרשה
3235_23,forms,ש ב תחומו,ש ב תחום_ _של_ _הוא
3236_4,forms,ש אורכו,ש אורך_ _של_ _הוא
3237_8,forms,מ הן,מן_ _הן
3239_17,forms,ב ה עבר,ב ה_ עבר
3241_5,forms,שקידתו,שקידה_ _של_ _הוא
3241_12,forms,יבולו,יבול_ _של_ _הוא
3244_10,forms,ש ב היא,ש ב_ _היא
3244_14,forms,ו ל רגליהם,ו ל רגל_ _של_ _הם
3244_25,forms,ב ה משלים,ב ה_ משלים
3244_26,forms,ו ב ה מדרשים,ו ב ה_ מדרשים
3247_28,forms,ש את הוא,ש אותו _הוא
3248_4,forms,ב ה סבך,ב ה_ סבך
3248_14,forms,מקומו,מקום_ _של_ _הוא
3249_3,forms,מ רעננותו,מ רעננות_ _של_ _הוא
3249_8,forms,ל הוא,ל_ _הוא
3249_13,forms,ב שנתו,ב שינה_ _של_ _הוא
3249_15,forms,כ ה כתוב,כ ה_ כתוב
3249_20,forms,ב ה חלום,ב ה_ חלום
3249_22,forms,נכסיו,נכס_ _של_ _הוא
3249_24,forms,ל הוא,ל_ _הוא
3249_28,forms,ל הוא,ל_ _הוא
3249_32,forms,ל הוא,ל_ _הוא
3251_1,forms,ב ה אביב,ב ה_ אביב
3252_5,forms,ב עיצומו,ב עיצום_ _של_ _הוא
3253_5,forms,ב סיוען,ב סיוע_ _של_ _הן
3256_3,forms,ל ה אתר,ל ה_ אתר
3257_3,forms,ב ה מסלולים,ב ה_ מסלולים
3263_4,forms,חבריו,חבר_ _של_ _הוא
3263_5,forms,ל ה ממשלה,ל ה_ ממשלה
3263_7,forms,ל ה רעיון,ל ה_ רעיון
3264_5,forms,חבריו,חבר_ _של_ _הוא
3264_6,forms,ב ה ממשלה,ב ה_ ממשלה
3264_10,forms,את אני,את_ _אני
3266_12,forms,טענתו,טענה_ _של_ _הוא
3267_5,forms,ממשלתנו,ממשלה_ _של_ _אנחנו
3267_30,forms,ב ה ארץ,ב ה_ ארץ
3268_8,forms,בעייתם,בעיה_ _של_ _הם
3270_1,forms,הותרתם,הותרה_ _של_ _הם
3270_12,forms,ב חומרתה,ב חומרה_ _של_ _היא
3270_13,forms,מ הפנייתם,מ הפניה_ _של_ _הם
3270_24,forms,ל הם,ל_ _הם
3271_14,forms,את הם,את_ _הם
3272_1,forms,קולם,קול_ _של_ _הם
3273_2,forms,ל הם,ל_ _הם
3274_2,forms,ל ה ביטוי,ל ה_ ביטוי
3274_4,forms,עירך,עיר_ _של_ _אתה
3274_12,forms,של אנחנו,של_ _אנחנו
3274_19,forms,עירנו,עיר_ _של_ _אנחנו
3275_6,forms,חרפתם,חרפה_ _של_ _הם
3275_8,forms,עבור הם,עבור_ _הם
3276_14,forms,ו ב ה כותל,ו ב ה_ כותל
3276_16,forms,ב רצוני,ב רצון_ _של_ _אני
3277_5,forms,זהותם,זהות_ _של_ _הם
3278_7,forms,אצל הם,אצל_ _הם
3279_8,forms,ב הם,ב_ _הם
3279_11,forms,על אני,על_ _אני
3279_17,forms,ל אני,ל_ _אני
3280_9,forms,ב ה ארץ,ב ה_ ארץ
3281_4,forms,ל מאמרו,ל מאמר_ _של_ _הוא
3281_26,forms,ו ל ה ארגונים,ו ל ה_ ארגונים
3281_29,forms,ל אני,ל_ _אני
3281_30,forms,ב ה מאבק,ב ה_ מאבק
3283_24,forms,ו תרומתי,ו תרומה_ _של_ _אני
3284_4,forms,ל ה עבודה,ל ה_ עבודה
3284_6,forms,את אני,את_ _אני
3285_1,forms,ב ערעורי,ב ערעור_ _של_ _אני
3285_9,forms,את אני,את_ _אני
3286_1,forms,ב פנייתי,ב פנייה_ _של_ _אני
3286_18,forms,מ טעמה,מ טעם_ _של_ _היא
3287_1,forms,ב ה כוחות,ב ה_ כוחות
3288_1,forms,צעדיה,צעד_ _של_ _היא
3291_26,forms,ב הם,ב_ _הם
3291_31,forms,אחיזתה,אחיזה_ _של_ _היא
3293_10,forms,גאוותם,גאווה_ _של_ _הם
3293_19,forms,עם הם,עם_ _הם
3293_21,forms,עתידנו,עתיד_ _של_ _אנחנו
3293_23,forms,ב ה אזור,ב ה_ אזור
3294_6,forms,של אתה,של_ _אתה
3295_8,forms,ל הוא,ל_ _הוא
3302_4,forms,ל ה עם,ל ה_ עם
3302_8,forms,עם הם,איתם _הם
3302_14,forms,של אנחנו,של_ _אנחנו
3303_2,forms,ל ה ליכוד,ל ה_ ליכוד
3303_11,forms,ל הוא,ל_ _הוא
3305_10,forms,ל הוא,ל_ _הוא
3305_15,forms,כולנו,כולנו _הם
3306_5,forms,"ח""ך","ח""כ"
3308_1,forms,ל מזלנו,ל מזל_ _של_ _אנחנו
3308_8,forms,טעותו,טעות_ _של_ _הוא
3309_8,forms,ב זכותה,ב זכות_ _של_ _היא
3309_14,forms,ב טעותו,ב טעות_ _של_ _הוא
3310_11,forms,ב ה מערכת,ב ה_ מערכת
3310_20,forms,עלייתו,עלייה_ _של_ _הוא
3310_25,forms,ב עונשו,ב עונש_ _של_ _הוא
3311_14,forms,ב ראשו,ב ראש_ _של_ _הוא
3311_15,forms,ו ב גבו,ו ב גב_ _של_ _הוא
3311_25,forms,את הוא,את_ _הוא
3311_28,forms,אשתו,איש_ _של_ _הוא
3312_6,forms,עלי היא,על_ _היא
3313_13,forms,ש אשתו,ש איש_ _של_ _הוא
3313_16,forms,ב דרכם,ב דרך_ _של_ _הם
3313_17,forms,ל ה ארץ,ל ה_ ארץ
3313_21,forms,ילדיו,ילד_ _של_ _הוא
3313_22,forms,ו חינוכם,ו חינוך_ _של_ _הם
3313_25,forms,שכמו,שכם_ _של_ _הוא
3314_3,forms,ב ה ארץ,ב ה_ ארץ
3315_6,forms,ב הוא,ב_ _הוא
3315_13,forms,את היא,את_ _היא
3316_4,forms,את היא,את_ _היא
3317_13,forms,ב הם,ב_ _הם
3317_14,forms,התייחסותו,התייחסות_ _של_ _הוא
3317_18,forms,אשתו,איש_ _של_ _הוא
3317_25,forms,ב היא,ב_ _היא
3317_26,forms,כ אשתו,כ איש_ _של_ _הוא
3317_28,forms,ל הוא,ל_ _הוא
3318_7,forms,עלי הוא,על_ _הוא
3318_13,forms,ב ה פועל,ב ה_ פועל
3319_8,forms,ב ה מאה,ב ה_ מאה
3321_30,forms,אדמתה,אדמה_ _של_ _היא
3322_8,forms,ל ה מאבק,ל ה_ מאבק
3323_5,forms,ב ה עיירה,ב ה_ עיירה
3323_8,forms,ב ה מאבק,ב ה_ מאבק
3324_3,forms,ל ה בסיס,ל ה_ בסיס
3324_20,forms,דרומה,דרום_ _של_ _היא
3325_17,forms,הפעלתו,הפעלה_ _של_ _הוא
3328_7,forms,רובם,רובם _הם
3329_10,forms,ל ה דרום,ל ה_ דרום
3329_11,forms,כולו,כולו _הוא
3331_4,forms,ביני הן,בין_ _הן
3331_16,forms,ל ה אזור,ל ה_ אזור
3332_11,forms,ב דרכו,ב דרך_ _של_ _הוא
3333_10,forms,בנו,בן_ _של_ _הוא
3334_4,forms,ל ה כן,ל ה_ כן
3335_4,forms,פניהם,פנים_ _של_ _הם
3335_11,forms,מ יריביהם,מ יריב_ _של_ _הם
3336_9,forms,ב ה מאפיה,ב ה_ מאפיה
3337_8,forms,מ מנהיגיו,מ מנהיג_ _של_ _הוא
3338_14,forms,ל ה פשע,ל ה_ פשע
3340_2,forms,מ הם,מהם _הם
3340_34,forms,ב ה כלא,ב ה_ כלא
3340_37,forms,ל הם,ל_ _הם
3341_7,forms,ב צפונה,ב צפון_ _של_ _היא
3341_10,forms,ב ה דרום,ב ה_ דרום
3343_4,forms,ב ה דרום,ב ה_ דרום
3344_5,forms,ב ה 22,ב ה_ 22
3344_17,forms,ב ה דרום,ב ה_ דרום
3345_3,forms,ל ה אזורים,ל ה_ אזורים
3345_16,forms,ל רצונו,ל רצון_ _של_ _הוא
3347_5,forms,הצעתו,הצעה_ _של_ _הוא
3347_12,forms,ל ה שופטים,ל ה_ שופטים
3347_14,forms,ב ה דרום,ב ה_ דרום
3347_19,forms,אחרי הוא,אחרי_ _הוא
3347_21,forms,ל ה משטרה,ל ה_ משטרה
3348_1,forms,ב ה 61,ב ה_ 61
3349_2,forms,משפחתו,משפחה_ _של_ _הוא
3349_6,forms,ארונו,ארון_ _של_ _הוא
3349_20,forms,ידה,יד_ _של_ _היא
3351_10,forms,ב ה צפון,ב ה_ צפון
3351_15,forms,ב ה בחירות,ב ה_ בחירות
3352_4,forms,ב חלוקתה,ב חלוקה_ _של_ _היא
3352_16,forms,ו ב הקמתה,ו ב הקמה_ _של_ _היא
3353_14,forms,ב ה דרום,ב ה_ דרום
3353_17,forms,מ של הם,מ שלהם _הם
3355_10,forms,מ מנהיגיה,מ מנהיג_ _של_ _היא
3355_16,forms,ב ה פשע,ב ה_ פשע
3356_12,forms,ל ה דרום,ל ה_ דרום
3356_20,forms,ש ב הוא,ש ב_ _הוא
3358_6,forms,הריסותיהם,הריסה_ _של_ _הם
3361_1,forms,ב ה עיירה,ב ה_ עיירה
3363_5,forms,ב זמנו,ב זמן_ _של_ _הוא
3363_7,forms,ב ה בנקים,ב ה_ בנקים
3365_41,forms,ב ה פרלמנט,ב ה_ פרלמנט
3366_7,forms,מפלגתו,מפלגה_ _של_ _הוא
